file_stem	split	cluster
train_0294	train	253
train_0295	train	300
train_0296	train	23
train_0297	train	87
train_0298	train	143
train_0299	train	228
train_0300	train	70
train_0301	train	210
train_0302	train	388
train_0303	train	41
train_0304	train	129
train_0305	train	8
train_0306	train	32
train_0307	train	42
train_0308	train	415
train_0309	train	180
train_0310	train	349
train_0311	train	406
train_0312	train	156
train_0313	train	192
train_0314	train	152
train_0315	train	208
train_0316	train	286
train_0317	train	339
train_0318	train	393
train_0319	train	29
train_0320	train	26
train_0321	train	135
train_0322	train	129
train_0323	train	87
train_0324	train	181
train_0325	train	389
train_0326	train	76
train_0327	train	375
train_0328	train	209
train_0329	train	100
train_0330	train	227
train_0331	train	151
train_0332	train	226
train_0333	train	24
train_0334	train	333
train_0335	train	83
train_0336	train	382
train_0337	train	384
train_0338	train	85
train_0339	train	248
train_0340	train	128
train_0341	train	192
train_0342	train	135
train_0343	train	385
train_0344	train	54
train_0345	train	210
train_0346	train	57
train_0347	train	252
train_0348	train	287
train_0349	train	266
train_0350	train	41
train_0351	train	195
train_0352	train	245
train_0353	train	393
train_0354	train	303
train_0355	train	149
train_0356	train	388
train_0357	train	186
train_0358	train	12
train_0359	train	289
train_0360	train	40
train_0361	train	188
train_0362	train	303
train_0363	train	262
train_0364	train	202
train_0365	train	87
train_0366	train	252
train_0367	train	32
train_0368	train	314
train_0369	train	315
train_0370	train	232
train_0371	train	334
train_0372	train	177
train_0373	train	311
train_0374	train	83
train_0375	train	143
train_0376	train	298
train_0377	train	186
train_0378	train	393
train_0379	train	105
train_0380	train	356
train_0381	train	29
train_0382	train	29
train_0383	train	112
train_0384	train	187
train_0385	train	340
train_0386	train	60
train_0387	train	80
train_0388	train	367
train_0389	train	123
train_0390	train	377
train_0391	train	210
train_0392	train	247
train_0393	train	152
train_0394	train	389
train_0395	train	389
train_0396	train	92
train_0397	train	19
train_0398	train	54
train_0399	train	323
train_0400	train	208
train_0401	train	372
train_0402	train	71
train_0403	train	239
train_0404	train	116
train_0405	train	120
train_0406	train	51
train_0407	train	70
train_0408	train	250
train_0409	train	122
train_0410	train	197
train_0411	train	407
train_0412	train	50
train_0413	train	416
train_0414	train	46
train_0415	train	250
train_0416	train	416
train_0417	train	259
train_0418	train	167
train_0419	train	93
train_0420	train	296
train_0421	train	67
train_0422	train	367
train_0423	train	84
train_0424	train	277
train_0425	train	316
train_0426	train	356
train_0427	train	380
train_0428	train	392
train_0429	train	132
train_0430	train	70
train_0431	train	7
train_0432	train	340
train_0433	train	85
train_0434	train	55
train_0435	train	407
train_0436	train	409
train_0437	train	196
train_0438	train	334
train_0439	train	77
train_0440	train	202
train_0441	train	121
train_0442	train	270
train_0443	train	292
train_0444	train	403
train_0445	train	101
train_0446	train	225
train_0447	train	129
train_0448	train	76
train_0449	train	248
train_0450	train	394
train_0451	train	349
train_0452	train	362
train_0453	train	36
train_0454	train	200
train_0455	train	268
train_0456	train	412
train_0457	train	391
train_0458	train	266
train_0459	train	375
train_0460	train	382
train_0461	train	379
train_0462	train	398
train_0463	train	239
train_0464	train	267
train_0465	train	316
train_0466	train	18
train_0467	train	253
train_0468	train	373
train_0469	train	134
train_0470	train	43
train_0471	train	340
train_0472	train	68
train_0473	train	148
train_0474	train	323
train_0475	train	405
train_0476	train	2
train_0477	train	32
train_0478	train	278
train_0479	train	219
train_0480	train	109
train_0481	train	254
train_0482	train	250
train_0483	train	417
train_0484	train	158
train_0485	train	290
train_0486	train	285
train_0487	train	225
train_0488	train	9
train_0489	train	400
train_0490	train	198
train_0491	train	403
train_0492	train	180
train_0493	train	414
train_0494	train	389
train_0495	train	403
train_0496	train	394
train_0497	train	313
train_0498	train	125
train_0499	train	107
train_0500	train	148
train_0501	train	41
train_0502	train	6
train_0503	train	379
train_0504	train	261
train_0505	train	403
train_0506	train	416
train_0507	train	412
train_0508	train	33
train_0509	train	288
train_0510	train	221
train_0511	train	270
train_0512	train	290
train_0513	train	79
train_0514	train	239
train_0515	train	391
train_0516	train	51
train_0517	train	54
train_0518	train	285
train_0519	train	186
train_0520	train	260
train_0521	train	35
train_0522	train	10
train_0523	train	198
train_0524	train	238
train_0525	train	245
train_0526	train	100
train_0527	train	88
train_0528	train	63
train_0529	train	179
train_0530	train	179
train_0531	train	200
train_0532	train	270
train_0533	train	292
train_0534	train	336
train_0535	train	382
train_0536	train	89
train_0537	train	294
train_0538	train	235
train_0539	train	192
train_0540	train	382
train_0541	train	178
train_0542	train	91
train_0543	train	292
train_0544	train	51
train_0545	train	85
train_0546	train	13
train_0547	train	200
train_0548	train	157
train_0549	train	345
train_0550	train	107
train_0551	train	196
train_0552	train	186
train_0553	train	189
train_0554	train	355
train_0555	train	359
train_0556	train	39
train_0557	train	318
train_0558	train	198
train_0559	train	20
train_0560	train	198
train_0561	train	403
train_0562	train	341
train_0563	train	402
train_0564	train	86
train_0565	train	195
train_0566	train	105
train_0567	train	36
train_0568	train	416
train_0569	train	51
train_0570	train	302
train_0571	train	362
train_0572	train	286
train_0573	train	252
train_0574	train	235
train_0575	train	362
train_0576	train	25
train_0577	train	135
train_0578	train	261
train_0579	train	212
train_0580	train	151
train_0581	train	389
train_0582	train	72
train_0583	train	186
train_0584	train	4
train_0585	train	303
train_0586	train	234
train_0587	train	32
train_0588	train	375
train_0589	train	297
train_0590	train	253
train_0591	train	359
train_0592	train	281
train_0593	train	180
train_0594	train	265
train_0595	train	98
train_0596	train	417
train_0597	train	324
train_0598	train	310
train_0599	train	171
train_0600	train	4
train_0601	train	248
train_0602	train	249
train_0603	train	80
train_0604	train	160
train_0605	train	294
train_0606	train	270
train_0607	train	37
train_0608	train	89
train_0609	train	133
train_0610	train	388
train_0611	train	203
train_0612	train	136
train_0613	train	134
train_0614	train	70
train_0615	train	49
train_0616	train	20
train_0617	train	83
train_0618	train	404
train_0619	train	49
train_0620	train	117
train_0621	train	87
train_0622	train	81
train_0623	train	186
train_0624	train	281
train_0625	train	6
train_0626	train	68
train_0627	train	19
train_0628	train	187
train_0629	train	161
train_0630	train	284
train_0631	train	118
train_0632	train	387
train_0633	train	106
train_0634	train	310
train_0635	train	301
train_0636	train	124
train_0637	train	333
train_0638	train	363
train_0639	train	256
train_0640	train	257
train_0641	train	158
train_0642	train	107
train_0643	train	232
train_0644	train	401
train_0645	train	27
train_0646	train	299
train_0647	train	268
train_0648	train	107
train_0649	train	379
train_0650	train	76
train_0651	train	32
train_0652	train	89
train_0653	train	197
train_0654	train	104
train_0655	train	39
train_0656	train	312
train_0657	train	104
train_0658	train	381
train_0659	train	85
train_0660	train	135
train_0661	train	384
train_0662	train	142
train_0663	train	224
train_0664	train	245
train_0665	train	233
train_0666	train	371
train_0667	train	108
train_0668	train	285
train_0669	train	412
train_0670	train	18
train_0671	train	186
train_0672	train	297
train_0673	train	135
train_0674	train	93
train_0675	train	297
train_0676	train	77
train_0677	train	292
train_0678	train	85
train_0679	train	285
train_0680	train	37
train_0681	train	214
train_0682	train	183
train_0683	train	206
train_0684	train	388
train_0685	train	206
train_0686	train	43
train_0687	train	68
train_0688	train	411
train_0689	train	201
train_0690	train	352
train_0691	train	196
train_0692	train	372
train_0693	train	158
train_0694	train	92
train_0695	train	375
train_0696	train	85
train_0697	train	123
train_0698	train	313
train_0699	train	301
train_0700	train	264
train_0701	train	107
train_0702	train	226
train_0703	train	206
train_0704	train	27
train_0705	train	330
train_0706	train	287
train_0707	train	223
train_0708	train	205
train_0709	train	253
train_0710	train	50
train_0711	train	77
train_0712	train	118
train_0713	train	403
train_0714	train	277
train_0715	train	56
train_0716	train	186
train_0717	train	151
train_0718	train	385
train_0719	train	71
train_0720	train	372
train_0721	train	310
train_0722	train	209
train_0723	train	164
train_0724	train	411
train_0725	train	112
train_0726	train	166
train_0727	train	191
train_0728	train	386
train_0729	train	299
train_0730	train	62
train_0731	train	65
train_0732	train	83
train_0733	train	86
train_0734	train	402
train_0735	train	316
train_0736	train	51
train_0737	train	375
train_0738	train	263
train_0739	train	285
train_0740	train	135
train_0741	train	381
train_0742	train	40
train_0743	train	0
train_0744	train	416
train_0745	train	49
train_0746	train	43
train_0747	train	223
train_0748	train	43
train_0749	train	347
train_0750	train	418
train_0751	train	143
train_0752	train	270
train_0753	train	131
train_0754	train	120
train_0755	train	118
train_0756	train	244
train_0757	train	326
train_0758	train	65
train_0759	train	99
train_0760	train	85
train_0761	train	19
train_0762	train	282
train_0763	train	411
train_0764	train	292
train_0765	train	300
train_0766	train	200
train_0767	train	370
train_0768	train	389
train_0769	train	112
train_0770	train	197
train_0771	train	17
train_0772	train	82
train_0773	train	298
train_0774	train	183
train_0775	train	65
train_0776	train	367
train_0777	train	189
train_0778	train	186
train_0779	train	51
train_0780	train	251
train_0781	train	251
train_0782	train	400
train_0783	train	346
train_0784	train	79
train_0785	train	377
train_0786	train	251
train_0787	train	46
train_0788	train	144
train_0789	train	316
train_0790	train	13
train_0791	train	125
train_0792	train	57
train_0793	train	84
train_0794	train	160
train_0795	train	157
train_0796	train	289
train_0797	train	229
train_0798	train	4
train_0799	train	235
train_0800	train	270
train_0801	train	339
train_0802	train	244
train_0803	train	41
train_0804	train	109
train_0805	train	56
train_0806	train	219
train_0807	train	345
train_0808	train	44
train_0809	train	145
train_0810	train	417
train_0811	train	242
train_0812	train	345
train_0813	train	27
train_0814	train	81
train_0815	train	217
train_0816	train	92
train_0817	train	232
train_0818	train	391
train_0819	train	313
train_0820	train	141
train_0821	train	77
train_0822	train	376
train_0823	train	238
train_0824	train	367
train_0825	train	413
train_0826	train	12
train_0827	train	17
train_0828	train	177
train_0829	train	418
train_0830	train	413
train_0831	train	333
train_0832	train	15
train_0833	train	411
train_0834	train	81
train_0835	train	133
train_0836	train	288
train_0837	train	352
train_0838	train	252
train_0839	train	416
train_0840	train	124
train_0841	train	375
train_0842	train	223
train_0843	train	36
train_0844	train	373
train_0845	train	290
train_0846	train	224
train_0847	train	219
train_0848	train	225
train_0849	train	187
train_0850	train	157
train_0851	train	108
train_0852	train	342
train_0853	train	102
train_0854	train	345
train_0855	train	333
train_0856	train	253
train_0857	train	136
train_0858	train	104
train_0859	train	203
train_0860	train	375
train_0861	train	327
train_0862	train	368
train_0863	train	343
train_0864	train	147
train_0865	train	356
train_0866	train	136
train_0867	train	136
train_0868	train	80
train_0869	train	350
train_0870	train	314
train_0871	train	205
train_0872	train	361
train_0873	train	217
train_0874	train	221
train_0875	train	403
train_0876	train	289
train_0877	train	311
train_0878	train	281
train_0879	train	61
train_0880	train	19
train_0881	train	81
train_0882	train	391
train_0883	train	211
train_0884	train	296
train_0885	train	143
train_0886	train	220
train_0887	train	85
train_0888	train	171
train_0889	train	326
train_0890	train	171
train_0891	train	381
train_0892	train	147
train_0893	train	295
train_0894	train	187
train_0895	train	85
train_0896	train	147
train_0897	train	373
train_0898	train	129
train_0899	train	191
train_0900	train	60
train_0901	train	406
train_0902	train	239
train_0903	train	94
train_0904	train	106
train_0905	train	133
train_0906	train	209
train_0907	train	183
train_0908	train	29
train_0909	train	161
train_0910	train	323
train_0911	train	308
train_0912	train	188
train_0913	train	38
train_0914	train	378
train_0915	train	330
train_0916	train	221
train_0917	train	415
train_0918	train	60
train_0919	train	87
train_0920	train	210
train_0921	train	176
train_0922	train	33
train_0923	train	208
train_0924	train	296
train_0925	train	256
train_0926	train	41
train_0927	train	210
train_0928	train	206
train_0929	train	300
train_0930	train	349
train_0931	train	388
train_0932	train	250
train_0933	train	135
train_0934	train	77
train_0935	train	95
train_0936	train	243
train_0937	train	362
train_0938	train	151
train_0939	train	37
train_0940	train	157
train_0941	train	141
train_0942	train	162
train_0943	train	147
train_0944	train	201
train_0945	train	328
train_0946	train	77
train_0947	train	46
train_0948	train	10
train_0949	train	310
train_0950	train	289
train_0951	train	267
train_0952	train	105
train_0953	train	176
train_0954	train	94
train_0955	train	127
train_0956	train	54
train_0957	train	214
train_0958	train	205
train_0959	train	262
train_0960	train	315
train_0961	train	264
train_0962	train	406
train_0963	train	301
train_0964	train	251
train_0965	train	43
train_0966	train	100
train_0967	train	206
train_0968	train	120
train_0969	train	50
train_0970	train	257
train_0971	train	342
train_0972	train	324
train_0973	train	304
train_0974	train	74
train_0975	train	302
train_0976	train	418
train_0977	train	14
train_0978	train	321
train_0979	train	354
train_0980	train	216
train_0981	train	253
train_0982	train	233
train_0983	train	64
train_0984	train	248
train_0985	train	301
train_0986	train	324
train_0987	train	330
train_0988	train	333
train_0989	train	400
train_0990	train	291
train_0991	train	13
train_0992	train	297
train_0993	train	39
train_0994	train	100
train_0995	train	379
train_0996	train	320
train_0997	train	394
train_0998	train	53
train_0999	train	56
train_1000	train	75
train_1001	train	295
train_1002	train	167
train_1003	train	164
train_1004	train	249
train_1005	train	345
train_1006	train	391
train_1007	train	250
train_1008	train	388
train_1009	train	372
train_1010	train	377
train_1011	train	83
train_1012	train	191
train_1013	train	407
train_1014	train	0
train_1015	train	279
train_1016	train	223
train_1017	train	244
train_1018	train	29
train_1019	train	131
train_1020	train	38
train_1021	train	167
train_1022	train	28
train_1023	train	232
train_1024	train	330
train_1025	train	32
train_1026	train	335
train_1027	train	370
train_1028	train	337
train_1029	train	45
train_1030	train	137
train_1031	train	56
train_1032	train	148
train_1033	train	177
train_1034	train	375
train_1035	train	354
train_1036	train	339
train_1037	train	42
train_1038	train	76
train_1039	train	46
train_1040	train	236
train_1041	train	388
train_1042	train	377
train_1043	train	85
train_1044	train	208
train_1045	train	192
train_1046	train	100
train_1047	train	72
train_1048	train	32
train_1049	train	224
train_1050	train	29
train_1051	train	83
train_1052	train	401
train_1053	train	41
train_1054	train	300
train_1055	train	218
train_1056	train	62
train_1057	train	176
train_1058	train	29
train_1059	train	239
train_1060	train	30
train_1061	train	98
train_1062	train	233
train_1063	train	344
train_1064	train	393
train_1065	train	129
train_1066	train	310
train_1067	train	23
train_1068	train	91
train_1069	train	337
train_1070	train	18
train_1071	train	101
train_1072	train	371
train_1073	train	4
train_1074	train	94
train_1075	train	12
train_1076	train	3
train_1077	train	416
train_1078	train	123
train_1079	train	248
train_1080	train	208
train_1081	train	133
train_1082	train	101
train_1083	train	96
train_1084	train	101
train_1085	train	70
train_1086	train	46
train_1087	train	32
train_1088	train	4
train_1089	train	69
train_1090	train	80
train_1091	train	414
train_1092	train	125
train_1093	train	305
train_1094	train	258
train_1095	train	206
train_1096	train	205
train_1097	train	415
train_1098	train	309
train_1099	train	412
train_1100	train	85
train_1101	train	239
train_1102	train	316
train_1103	train	339
train_1104	train	224
train_1105	train	38
train_1106	train	161
train_1107	train	414
train_1108	train	354
train_1109	train	281
train_1110	train	338
train_1111	train	94
train_1112	train	240
train_1113	train	177
train_1114	train	64
train_1115	train	320
train_1116	train	352
train_1117	train	173
train_1118	train	13
train_1119	train	86
train_1120	train	18
train_1121	train	186
train_1122	train	87
train_1123	train	169
train_1124	train	320
train_1125	train	269
train_1126	train	44
train_1127	train	89
train_1128	train	327
train_1129	train	178
train_1130	train	375
train_1131	train	378
train_1132	train	360
train_1133	train	316
train_1134	train	406
train_1135	train	240
train_1136	train	369
train_1137	train	295
train_1138	train	129
train_1139	train	175
train_1140	train	46
train_1141	train	26
train_1142	train	137
train_1143	train	196
train_1144	train	305
train_1145	train	23
train_1146	train	264
train_1147	train	234
train_1148	train	244
train_1149	train	46
train_1150	train	169
train_1151	train	277
train_1152	train	178
train_1153	train	151
train_1154	train	347
train_1155	train	248
train_1156	train	244
train_1157	train	149
train_1158	train	211
train_1159	train	341
train_1160	train	100
train_1161	train	100
train_1162	train	91
train_1163	train	320
train_1164	train	355
train_1165	train	346
train_1166	train	56
train_1167	train	75
train_1168	train	339
train_1169	train	368
train_1170	train	362
train_1171	train	305
train_1172	train	328
train_1173	train	53
train_1174	train	97
train_1175	train	152
train_1176	train	56
train_1177	train	278
train_1178	train	123
train_1179	train	396
train_1180	train	168
train_1181	train	281
train_1182	train	388
train_1183	train	125
train_1184	train	95
train_1185	train	12
train_1186	train	39
train_1187	train	213
train_1188	train	153
train_1189	train	269
train_1190	train	347
train_1191	train	206
train_1192	train	51
train_1193	train	255
train_1194	train	189
train_1195	train	210
train_1196	train	303
train_1197	train	341
train_1198	train	394
train_1199	train	42
train_1200	train	80
train_1201	train	245
train_1202	train	201
train_1203	train	371
train_1204	train	75
train_1205	train	104
train_1206	train	306
train_1207	train	408
train_1208	train	279
train_1209	train	297
train_1210	train	127
train_1211	train	374
train_1212	train	359
train_1213	train	409
train_1214	train	372
train_1215	train	219
train_1216	train	101
train_1217	train	132
train_1218	train	158
train_1219	train	317
train_1220	train	0
train_1221	train	262
train_1222	train	252
train_1223	train	176
train_1224	train	96
train_1225	train	211
train_1226	train	210
train_1227	train	203
train_1228	train	261
train_1229	train	403
train_1230	train	404
train_1231	train	19
train_1232	train	163
train_1233	train	417
train_1234	train	126
train_1235	train	94
train_1236	train	406
train_1237	train	14
train_1238	train	118
train_1239	train	93
train_1240	train	96
train_1241	train	149
train_1242	train	56
train_1243	train	282
train_1244	train	186
train_1245	train	269
train_1246	train	261
train_1247	train	91
train_1248	train	301
train_1249	train	4
train_1250	train	173
train_1251	train	191
train_1252	train	280
train_1253	train	300
train_1254	train	198
train_1255	train	62
train_1256	train	81
train_1257	train	1
train_1258	train	135
train_1259	train	189
train_1260	train	375
train_1261	train	105
train_1262	train	32
train_1263	train	101
train_1264	train	384
train_1265	train	273
train_1266	train	97
train_1267	train	398
train_1268	train	88
train_1269	train	119
train_1270	train	365
train_1271	train	50
train_1272	train	184
train_1273	train	43
train_1274	train	135
train_1275	train	76
train_1276	train	7
train_1277	train	237
train_1278	train	100
train_1279	train	190
train_1280	train	321
train_1281	train	340
train_1282	train	207
train_1283	train	91
train_1284	train	385
train_1285	train	71
train_1286	train	160
train_1287	train	319
train_1288	train	341
train_1289	train	416
train_1290	train	129
train_1291	train	63
train_1292	train	388
train_1293	train	149
train_1294	train	362
train_1295	train	104
train_1296	train	148
train_1297	train	416
train_1298	train	91
train_1299	train	141
train_1300	train	362
train_1301	train	259
train_1302	train	354
train_1303	train	213
train_1304	train	132
train_1305	train	325
train_1306	train	187
train_1307	train	230
train_1308	train	339
train_1309	train	371
train_1310	train	109
train_1311	train	354
train_1312	train	243
train_1313	train	114
train_1314	train	305
train_1315	train	372
train_1316	train	43
train_1317	train	186
train_1318	train	401
train_1319	train	262
train_1320	train	148
train_1321	train	346
train_1322	train	187
train_1323	train	76
train_1324	train	243
train_1325	train	196
train_1326	train	372
train_1327	train	5
train_1328	train	87
train_1329	train	152
train_1330	train	303
train_1331	train	148
train_1332	train	231
train_1333	train	199
train_1334	train	381
train_1335	train	95
train_1336	train	148
train_1337	train	88
train_1338	train	315
train_1339	train	89
train_1340	train	395
train_1341	train	235
train_1342	train	126
train_1343	train	101
train_1344	train	85
train_1345	train	211
train_1346	train	55
train_1347	train	358
train_1348	train	401
train_1349	train	201
train_1350	train	322
train_1351	train	161
train_1352	train	372
train_1353	train	135
train_1354	train	318
train_1355	train	41
train_1356	train	355
train_1357	train	40
train_1358	train	344
train_1359	train	359
train_1360	train	60
train_1361	train	341
train_1362	train	98
train_1363	train	355
train_1364	train	216
train_1365	train	169
train_1366	train	270
train_1367	train	13
train_1368	train	284
train_1369	train	49
train_1370	train	110
train_1371	train	42
train_1372	train	125
train_1373	train	313
train_1374	train	39
train_1375	train	315
train_1376	train	289
train_1377	train	105
train_1378	train	51
train_1379	train	122
train_1380	train	330
train_1381	train	380
train_1382	train	267
train_1383	train	218
train_1384	train	266
train_1385	train	56
train_1386	train	94
train_1387	train	60
train_1388	train	162
train_1389	train	241
train_1390	train	268
train_1391	train	382
train_1392	train	57
train_1393	train	341
train_1394	train	195
train_1395	train	253
train_1396	train	41
train_1397	train	324
train_1398	train	339
train_1399	train	32
train_1400	train	131
train_1401	train	98
train_1402	train	176
train_1403	train	4
train_1404	train	65
train_1405	train	309
train_1406	train	29
train_1407	train	212
train_1408	train	388
train_1409	train	115
train_1410	train	32
train_1411	train	86
train_1412	train	188
train_1413	train	184
train_1414	train	63
train_1415	train	48
train_1416	train	363
train_1417	train	91
train_1418	train	80
train_1419	train	133
train_1420	train	315
train_1421	train	171
train_1422	train	56
train_1423	train	155
train_1424	train	300
train_1425	train	270
train_1426	train	112
train_1427	train	179
train_1428	train	283
train_1429	train	397
train_1430	train	340
train_1431	train	61
train_1432	train	48
train_1433	train	106
train_1434	train	32
train_1435	train	336
train_1436	train	46
train_1437	train	257
train_1438	train	158
train_1439	train	415
train_1440	train	113
train_1441	train	60
train_1442	train	304
train_1443	train	394
train_1444	train	286
train_1445	train	241
train_1446	train	310
train_1447	train	386
train_1448	train	393
train_1449	train	253
train_1450	train	251
train_1451	train	300
train_1452	train	419
train_1453	train	77
train_1454	train	19
train_1455	train	160
train_1456	train	129
train_1457	train	310
train_1458	train	231
train_1459	train	259
train_1460	train	167
train_1461	train	135
train_1462	train	203
train_1463	train	95
train_1464	train	400
train_1465	train	85
train_1466	train	26
train_1467	train	358
train_1468	train	359
train_1469	train	201
train_1470	train	169
train_1471	train	168
train_1472	train	373
train_1473	train	120
train_1474	train	209
train_1475	train	221
train_1476	train	103
train_1477	train	112
train_1478	train	257
train_1479	train	136
train_1480	train	17
train_1481	train	310
train_1482	train	176
train_1483	train	220
train_1484	train	29
train_1485	train	342
train_1486	train	169
train_1487	train	223
train_1488	train	70
train_1489	train	154
train_1490	train	166
train_1491	train	105
train_1492	train	191
train_1493	train	287
train_1494	train	416
train_1495	train	4
train_1496	train	219
train_1497	train	325
train_1498	train	289
train_1499	train	324
train_1500	train	143
train_1501	train	290
train_1502	train	385
train_1503	train	277
train_1504	train	287
train_1505	train	339
train_1506	train	200
train_1507	train	121
train_1508	train	393
train_1509	train	281
train_1510	train	304
train_1511	train	190
train_1512	train	339
train_1513	train	320
train_1514	train	48
train_1515	train	49
train_1516	train	107
train_1517	train	180
train_1518	train	335
train_1519	train	287
train_1520	train	100
train_1521	train	111
train_1522	train	373
train_1523	train	206
train_1524	train	387
train_1525	train	408
train_1526	train	44
train_1527	train	227
train_1528	train	38
train_1529	train	353
train_1530	train	258
train_1531	train	35
train_1532	train	49
train_1533	train	65
train_1534	train	356
train_1535	train	65
train_1536	train	191
train_1537	train	105
train_1538	train	128
train_1539	train	198
train_1540	train	240
train_1541	train	383
train_1542	train	129
train_1543	train	208
train_1544	train	36
train_1545	train	100
train_1546	train	95
train_1547	train	7
train_1548	train	364
train_1549	train	62
train_1550	train	166
train_1551	train	166
train_1552	train	358
train_1553	train	337
