cluster_id,n_chunks,cold_rate,train_share,intra_cluster_mean_cosine,nearest_other_cluster_cosine,intra_minus_nearest_other
93,227,0.23788546255506607,0.22026431718061673,0.5521633625030518,0.7597056031227112,-0.20754224061965942
94,23,0.0,1.0,0.8794034719467163,0.5254061818122864,0.35399729013442993
95,49,0.3469387755102041,0.3673469387755102,0.7132498025894165,0.7787378430366516,-0.06548804044723511
96,31,0.0,1.0,0.8295563459396362,0.4421406090259552,0.38741573691368103
97,120,0.03333333333333333,0.55,0.7212958931922913,0.6157228946685791,0.10557299852371216
98,55,0.05454545454545454,0.8,0.7379446029663086,0.5874279737472534,0.15051662921905518
99,55,0.0,0.6545454545454545,0.6827620267868042,0.507440984249115,0.1753210425376892
100,81,0.012345679012345678,0.7654320987654321,0.7239585518836975,0.40160810947418213,0.3223504424095154
101,63,0.47619047619047616,0.47619047619047616,0.7255932092666626,0.8448404669761658,-0.11924725770950317
102,59,0.01694915254237288,0.9152542372881356,0.843418538570404,0.6747011542320251,0.1687173843383789
103,85,0.0,0.35294117647058826,0.6086450815200806,0.6707988381385803,-0.062153756618499756
104,53,0.1320754716981132,0.24528301886792453,0.675565779209137,0.7844260931015015,-0.1088603138923645
105,72,0.013888888888888888,0.4861111111111111,0.6716090440750122,0.8636876344680786,-0.1920785903930664
106,16,0.0,0.3125,0.706255316734314,0.8329283595085144,-0.12667304277420044
107,80,0.0,0.7375,0.743928849697113,0.5732805728912354,0.17064827680587769
108,128,0.015625,0.4453125,0.5983229875564575,0.8648918271064758,-0.2665688395500183
109,52,0.0,0.8461538461538461,0.8147764205932617,0.5156257748603821,0.29915064573287964
110,77,0.0,0.8311688311688312,0.7615671753883362,0.5398472547531128,0.2217199206352234
111,158,0.06329113924050633,0.6075949367088608,0.7384426593780518,0.7101486921310425,0.028293967247009277
112,105,0.0,0.44761904761904764,0.664689302444458,0.6203425526618958,0.044346749782562256
113,63,0.0,0.9047619047619048,0.8447680473327637,0.7754358649253845,0.06933218240737915
114,62,0.9838709677419355,0.9838709677419355,0.8130736947059631,0.7787378430366516,0.03433585166931152
115,27,0.0,0.6666666666666666,0.7130782008171082,0.5101090669631958,0.20296913385391235
116,170,0.011764705882352941,0.37058823529411766,0.7450017333030701,0.7028722167015076,0.0421295166015625
117,66,0.0,0.8484848484848485,0.76244056224823,0.5759368538856506,0.18650370836257935
118,21,0.23809523809523808,0.6666666666666666,0.7528761625289917,0.5469538569450378,0.20592230558395386
119,65,0.26153846153846155,0.16923076923076924,0.5967893004417419,0.7023998498916626,-0.10561054944992065
120,34,0.0,0.7058823529411765,0.7659506797790527,0.7245612740516663,0.041389405727386475
121,79,0.0,0.5569620253164557,0.7067750096321106,0.6927483677864075,0.014026641845703125
122,91,0.03296703296703297,0.6043956043956044,0.7346580624580383,0.7037768959999084,0.030881166458129883
123,21,0.047619047619047616,0.9523809523809523,0.8624528050422668,0.4775260090827942,0.38492679595947266
124,86,0.8488372093023255,0.7558139534883721,0.7904114127159119,0.634143054485321,0.15626835823059082
125,32,0.125,0.4375,0.7083655595779419,0.8643949627876282,-0.15602940320968628
126,40,0.1,0.825,0.7930685877799988,0.6237590312957764,0.1693095564842224
127,16,0.0,0.8125,0.8376342058181763,0.7866926193237305,0.0509415864944458
128,309,0.44336569579288027,0.1488673139158576,0.6162418723106384,0.7066199779510498,-0.09037810564041138
129,191,0.041884816753926704,0.36649214659685864,0.5912252068519592,0.632996678352356,-0.04177147150039673
130,52,0.019230769230769232,0.5384615384615384,0.7156791687011719,0.5954097509384155,0.12026941776275635
131,33,0.030303030303030304,0.9090909090909091,0.8461819887161255,0.49364957213401794,0.35253241658210754
132,103,0.04854368932038835,0.5922330097087378,0.6643356680870056,0.7101368308067322,-0.04580116271972656
133,55,0.6545454545454545,0.6545454545454545,0.7107728719711304,0.8448404669761658,-0.1340675950050354
134,58,0.0,0.6379310344827587,0.7435498237609863,0.8340523838996887,-0.09050256013870239
135,74,0.4189189189189189,0.36486486486486486,0.5797424912452698,0.6416772603988647,-0.06193476915359497
136,93,0.0,0.4838709677419355,0.7297453284263611,0.634143054485321,0.09560227394104004
137,117,0.3333333333333333,0.29914529914529914,0.5864419341087341,0.6430981755256653,-0.05665624141693115
138,24,0.0,0.875,0.8463623523712158,0.5900929570198059,0.2562693953514099
139,42,0.07142857142857142,0.7619047619047619,0.7295085191726685,0.4950186014175415,0.23448991775512695
140,18,0.7777777777777778,0.16666666666666666,0.785932719707489,0.7317488789558411,0.05418384075164795
141,39,0.7948717948717948,0.7692307692307693,0.7953161597251892,0.550922155380249,0.24439400434494019
142,61,0.0,0.5573770491803278,0.6591038703918457,0.65591961145401,0.0031842589378356934
143,82,0.4024390243902439,0.5365853658536586,0.7755675911903381,0.6600111722946167,0.11555641889572144
144,16,0.0,0.625,0.7403866648674011,0.5156257748603821,0.22476089000701904
145,164,0.036585365853658534,0.3170731707317073,0.5914773941040039,0.7001743912696838,-0.10869699716567993
146,91,0.0,0.7912087912087912,0.8165450692176819,0.538165807723999,0.27837926149368286
147,55,0.2909090909090909,0.2,0.7408573627471924,0.5219410061836243,0.21891635656356812
148,44,0.0,0.7272727272727273,0.8003893494606018,0.7603310346603394,0.04005831480026245
149,109,0.3669724770642202,0.3669724770642202,0.6590161919593811,0.7261204719543457,-0.0671042799949646
150,51,0.9803921568627451,0.9803921568627451,0.8086698651313782,0.8998572826385498,-0.09118741750717163
151,24,0.0,1.0,0.8788780570030212,0.46918103098869324,0.409697026014328
152,25,0.04,0.92,0.8217008709907532,0.8962563276290894,-0.07455545663833618
153,33,0.21212121212121213,0.6666666666666666,0.7248314619064331,0.5465967655181885,0.17823469638824463
154,42,0.0,0.5476190476190477,0.7463745474815369,0.6744254231452942,0.07194912433624268
155,62,0.016129032258064516,0.6129032258064516,0.6897327899932861,0.5759730935096741,0.11375969648361206
156,188,0.2872340425531915,0.23404255319148937,0.5708633065223694,0.6306118965148926,-0.05974858999252319
157,59,0.1864406779661017,0.23728813559322035,0.6633996963500977,0.7597056031227112,-0.09630590677261353
158,64,0.09375,0.8125,0.7408605813980103,0.6068896651268005,0.13397091627120972
159,26,0.0,1.0,0.8704236745834351,0.49635306000709534,0.3740706145763397
160,59,0.05084745762711865,0.5932203389830508,0.7634968161582947,0.9326493740081787,-0.16915255784988403
161,40,0.025,0.7,0.7726696729660034,0.9326493740081787,-0.1599797010421753
162,70,0.014285714285714285,0.6571428571428571,0.7359793186187744,0.8636876344680786,-0.1277083158493042
163,106,0.0,0.49056603773584906,0.6921105980873108,0.8183078765869141,-0.12619727849960327
164,128,0.046875,0.4453125,0.6922239661216736,0.8489807844161987,-0.15675681829452515
165,230,0.13478260869565217,0.1565217391304348,0.572402834892273,0.670979917049408,-0.09857708215713501
166,31,0.06451612903225806,0.8064516129032258,0.8009467720985413,0.6626539826393127,0.13829278945922852
167,41,0.0,0.7560975609756098,0.7711498737335205,0.5816494822502136,0.18950039148330688
168,39,0.02564102564102564,0.6153846153846154,0.7883945107460022,0.6764432787895203,0.11195123195648193
169,50,0.12,0.6,0.7532912492752075,0.542181134223938,0.21111011505126953
170,126,0.047619047619047616,0.47619047619047616,0.6740699410438538,0.68189936876297,-0.007829427719116211
171,17,1.0,0.5294117647058824,0.7394732236862183,0.5796992182731628,0.15977400541305542
172,186,0.005376344086021506,0.2903225806451613,0.6293125748634338,0.8030637502670288,-0.17375117540359497
173,21,0.09523809523809523,0.8571428571428571,0.8386052250862122,0.5506996512413025,0.28790557384490967
174,24,0.0,0.8333333333333334,0.8178746700286865,0.4958685338497162,0.32200613617897034
175,48,0.08333333333333333,0.2708333333333333,0.7002269625663757,0.7245612740516663,-0.024334311485290527
176,80,0.2875,0.325,0.5357259511947632,0.6053339838981628,-0.06960803270339966
177,55,0.0,0.509090909090909,0.7206899523735046,0.7709715962409973,-0.050281643867492676
178,124,0.0,0.5080645161290323,0.6656404137611389,0.8716673254966736,-0.20602691173553467
179,60,0.0,0.9,0.7485383749008179,0.9226326942443848,-0.1740943193435669
180,266,0.05639097744360902,0.2857142857142857,0.6244142055511475,0.7766755223274231,-0.15226131677627563
181,21,0.14285714285714285,0.6666666666666666,0.7487711906433105,0.6161110997200012,0.13266009092330933
182,74,0.0,0.6081081081081081,0.7421546578407288,0.8919806480407715,-0.14982599020004272
183,86,0.06976744186046512,0.27906976744186046,0.7359851598739624,0.65179842710495,0.08418673276901245
184,91,0.0,0.4725274725274725,0.6559135913848877,0.5285734534263611,0.1273401379585266
185,312,0.028846153846153848,0.21474358974358973,0.63409423828125,0.8329283595085144,-0.1988341212272644
186,68,0.0,0.75,0.7871274948120117,0.8356220722198486,-0.048494577407836914
187,229,0.3624454148471616,0.1222707423580786,0.4952731728553772,0.666172981262207,-0.17089980840682983
188,35,0.0,0.7714285714285715,0.7968013286590576,0.4695567488670349,0.3272445797920227
189,47,0.0,0.40425531914893614,0.6982177495956421,0.7312992215156555,-0.03308147192001343
190,28,0.21428571428571427,0.7857142857142857,0.8104163408279419,0.565952479839325,0.24446386098861694
191,66,0.0,0.30303030303030304,0.608558177947998,0.6849288940429688,-0.0763707160949707
192,42,0.23809523809523808,0.35714285714285715,0.7087327837944031,0.6087853312492371,0.09994745254516602
193,596,0.006711409395973154,0.06040268456375839,0.5632292628288269,0.7709715962409973,-0.2077423334121704
194,36,0.0,0.8333333333333334,0.8108087778091431,0.5656597018241882,0.24514907598495483
195,56,0.017857142857142856,0.7142857142857143,0.7367053031921387,0.8960801362991333,-0.15937483310699463
196,168,0.0,0.19047619047619047,0.6552168130874634,0.7603310346603394,-0.10511422157287598
197,68,0.0,0.45588235294117646,0.6558529734611511,0.8643949627876282,-0.20854198932647705
198,59,0.1694915254237288,0.288135593220339,0.7251473069190979,0.7101368308067322,0.015010476112365723
199,35,0.0,0.8857142857142857,0.8183109164237976,0.8761955499649048,-0.05788463354110718
200,246,0.4105691056910569,0.08536585365853659,0.5975374579429626,0.7056896686553955,-0.10815221071243286
201,99,0.37373737373737376,0.41414141414141414,0.6834040284156799,0.7317488789558411,-0.04834485054016113
202,19,0.05263157894736842,0.6842105263157895,0.7243415117263794,0.542110025882721,0.18223148584365845
203,190,0.005263157894736842,0.09473684210526316,0.7066386938095093,0.7101486921310425,-0.003509998321533203
204,82,0.0,0.8170731707317073,0.8144550919532776,0.8906450867652893,-0.07618999481201172
205,22,0.0,0.9090909090909091,0.8248199224472046,0.8340523838996887,-0.00923246145248413
206,59,0.0,0.22033898305084745,0.7020518779754639,0.7866926193237305,-0.0846407413482666
207,49,0.0,0.46938775510204084,0.6788915395736694,0.6294621229171753,0.04942941665649414
208,66,0.0,0.7727272727272727,0.7800397872924805,0.9352432489395142,-0.1552034616470337
209,64,0.0,0.59375,0.7039957046508789,0.8487863540649414,-0.1447906494140625
